time,FWI,tasmax,pr,sfcWind,scenario,h2o
2019,21.693489898100633,302.60995,4.8444195,3.190092,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01738465
2020,22.90423069099538,302.5624,5.362949,3.065834,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017354172
2021,19.69295751693301,302.2082,5.200447,3.1373994,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017410198
2022,20.758659493492967,302.6963,5.2818456,3.134844,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017501092
2023,19.35548237715066,302.51575,5.002829,3.125289,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017497597
2024,21.60269082826523,302.69693,5.1480675,3.1193247,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017484028
2025,19.902739878114048,302.51538,5.250839,3.0709383,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017503157
2026,21.529954328835338,302.90002,5.0190887,3.0949671,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017559439
2027,22.200326394233947,302.94852,5.172165,3.082485,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017646898
2028,22.817853444018947,302.93112,5.0357604,3.1152346,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017656136
2029,20.689101603571544,302.79684,5.1563487,3.0951078,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017597511
2030,20.067393742635964,302.69907,5.133042,3.090229,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017674718
2031,21.95680336344817,303.06183,5.28346,3.0244884,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017680068
2032,18.958410471419473,302.39102,5.3250427,3.1196184,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017636836
2033,19.49811852213253,302.5606,5.1985373,3.1522872,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017695751
2034,21.906932708846096,303.14474,4.841729,3.0814855,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017707672
2035,20.12318691001706,302.4511,5.1554317,3.1333253,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017720018
2036,18.945013323034054,302.70767,5.5181656,3.0290067,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017791227
2037,20.56457933764055,302.75034,5.214814,3.1338413,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017828252
2038,23.877446162805324,303.09888,4.9298644,3.1802661,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01793434
2039,23.68791781601326,303.22192,5.0207105,3.159689,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017955948
2040,21.718287879192303,303.21582,5.307361,3.1252086,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017996695
2041,21.693757441881225,303.1149,5.125571,3.1744277,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017997384
2042,23.754986478908084,303.0767,5.144752,3.1003983,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017994748
2043,20.30158751622924,302.9055,4.9295235,3.1632078,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.017913999
2044,21.31929935650855,303.10394,5.0288286,3.0703478,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018001562
2045,23.548290032926534,303.41968,5.0365005,3.168438,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018009642
2046,22.699134527227283,303.16116,4.969882,3.1375878,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018085157
2047,22.941529545219474,303.48105,5.0994353,3.1535892,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018132841
2048,22.88690143226801,303.38748,5.205435,3.1300294,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018207354
2049,23.374426521559705,303.42694,5.046829,3.1076949,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01819327
2050,21.571134906530617,303.16678,4.907102,3.1681159,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018265594
2051,22.53245649554366,303.54904,4.810974,3.1653354,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01828472
2052,25.345011711499406,303.57043,5.029941,3.1313932,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018250534
2053,22.63355811901041,303.04248,4.970778,3.2016046,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01823366
2054,25.975108040756663,303.83218,4.9135303,3.1598177,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01827171
2055,24.63429791880577,303.5262,4.7574525,3.1402485,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018369136
2056,24.112806686779216,303.4952,4.9764514,3.143037,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01835542
2057,22.864614437404107,303.6861,4.927792,3.175188,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01844683
2058,22.59750395615321,303.76758,5.134541,3.1599503,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018490681
2059,21.962825670286623,303.75034,5.242006,3.1145535,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01853171
2060,23.71317029672214,303.48386,5.0287848,3.1977623,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01852018
2061,23.01776645514159,303.78488,4.7821054,3.1746032,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018656546
2062,28.97295061416323,304.66687,4.8638883,3.1815026,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018580008
2063,23.627050030170434,303.751,4.9285765,3.1507576,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.0186762
2064,23.60480355918761,303.87204,5.0116377,3.1620557,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018669102
2065,23.503482106227473,303.92734,5.1138954,3.1410296,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018643966
2066,22.645866589458606,303.5763,4.964438,3.1515267,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018598732
2067,25.466445542173293,303.89014,4.921854,3.205906,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018652039
2068,23.84278219411592,303.85458,5.144961,3.1496985,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018705415
2069,22.6801639980018,303.7055,4.862657,3.1282675,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018836383
2070,27.22033006030942,304.34232,4.9260883,3.194708,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018852329
2071,23.603324209999574,304.12695,5.230822,3.1293366,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018897709
2072,23.253226372530587,304.12323,4.862515,3.1656046,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018852927
2073,23.63131450434737,303.91885,5.0981627,3.199805,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018885229
2074,24.397795732628598,304.19504,5.291195,3.1639948,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018991126
2075,23.868571403606225,304.31693,4.987248,3.1328342,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.018916847
2076,25.395686132672715,304.18973,4.943169,3.197176,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01900358
2077,27.26491925413539,304.46423,4.7671475,3.2555141,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019022603
2078,26.33222625992879,304.3954,5.232465,3.2507899,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019131945
2079,25.46692835847052,304.45984,4.8281183,3.1491034,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019171646
2080,26.434877033191952,304.49622,4.93315,3.2313564,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01925329
2081,26.610193764294316,304.88565,4.85545,3.1046298,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019317519
2082,25.72831538758836,304.65848,5.0173182,3.183164,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.0192709
2083,23.4416206289114,304.28934,5.1532526,3.1698854,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019307293
2084,25.773720688397184,304.46817,4.911301,3.2461407,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019252868
2085,27.81314315986382,304.78714,4.801626,3.2539833,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019274488
2086,26.545892894084936,304.52707,4.6307583,3.2392273,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019399714
2087,28.016256840563795,305.15143,4.9855957,3.2556531,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01940716
2088,24.458269994014213,304.3735,5.3420043,3.1892335,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019531537
2089,23.30253744979431,304.59363,5.005856,3.2075589,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019544441
2090,28.679103483008696,304.88757,4.920023,3.294549,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019508347
2091,27.243814889270965,304.94498,4.9851193,3.2156293,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019637216
2092,27.76722569814998,304.85565,5.1970563,3.2090323,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.01962844
2093,26.367997055462894,304.71158,4.9151397,3.2896433,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019671826
2094,26.37947483281066,304.94775,5.21638,3.2617207,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019705867
2095,27.99350713425896,305.07132,5.014272,3.272544,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019757796
2096,26.139464075413294,304.84857,5.114615,3.1963282,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019732744
2097,25.661777210112945,304.65515,4.983049,3.2238874,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019731708
2098,25.289368924284865,304.6951,5.393935,3.204188,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019826606
2099,25.466787492120325,304.76425,4.9972324,3.255334,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019886566
2100,27.25346294771152,305.10352,4.618597,3.2542803,"SSP3-7.0 (""Regional Rivalry - High Emissions"")",0.019864041
2015,19.28173063128928,301.8002,5.186978,3.1287365,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01716076
2016,24.623264620835453,302.51785,4.8745775,3.1022797,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017256146
2017,21.00802047937733,301.80383,4.7141066,3.2845879,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017330369
2018,21.12010232741838,301.88724,4.8840575,3.1144896,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017325288
2019,28.64609163679794,303.3198,5.131667,2.9733331,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017324222
2020,17.73714580379194,302.33124,5.0886755,3.207668,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017336875
2021,22.58815969082685,302.7213,5.3876677,3.0840034,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017472878
2022,18.957824058728267,302.6912,5.490098,3.0037308,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017640239
2023,20.022160308644015,303.0773,5.7544127,2.9695218,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017675994
2024,21.340310161928564,302.78928,5.295155,3.021796,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01764588
2025,18.733632573213715,302.6104,5.673381,2.9464614,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017828763
2026,14.261373297485452,302.5099,5.500349,3.03732,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017551342
2027,17.461988516040034,302.38455,5.316105,3.208027,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01779669
2028,24.804674175642997,303.4963,5.0212975,3.0697498,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017518515
2029,18.814270587478266,302.53528,5.040249,3.0779617,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017439129
2030,17.852801312211213,302.09534,5.3318787,3.2753305,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017680118
2031,24.623107473398722,303.6144,4.560036,3.0863454,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017840954
2032,18.89754319563252,302.75534,5.7868342,3.093785,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017732514
2033,17.78555377131931,302.57733,5.3684864,3.0234938,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017608894
2034,19.113607808560058,302.77914,6.0565705,3.0779123,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017599484
2035,18.499935871276936,302.35413,5.42089,3.0509593,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017636372
2036,17.97116785474425,302.7336,5.396229,3.022845,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017908292
2037,24.26113375898222,303.0415,5.578879,3.056597,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017788297
2038,18.511364266004556,302.31677,5.5738845,3.114011,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01775988
2039,20.112754035496575,302.9456,5.3326035,3.1993217,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017740155
2040,21.973291882298486,303.13092,5.19562,3.153594,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017883286
2041,19.14005749410524,302.71597,5.7868996,3.0619972,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017968887
2042,18.96111290669553,302.7134,5.0883794,3.1965725,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018046256
2043,17.257087016441098,302.77347,5.8305326,3.082072,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018012304
2044,21.48138807622144,303.1107,5.2124014,3.0898578,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018031
2045,21.90500464474954,303.15762,5.2577934,3.0278165,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017943187
2046,21.83709730620537,303.4663,5.308382,3.0130818,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01807545
2047,26.647084351511754,303.6553,5.2735224,3.1951306,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018294496
2048,21.52604116056995,303.80566,5.2718425,2.9340575,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018142877
2049,17.517431416229716,302.36487,5.7087417,3.2416136,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018020784
2050,19.79675587863044,302.7468,5.7478256,3.144291,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017992903
2051,25.71250975707323,303.76273,5.0629253,3.2212698,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018017905
2052,21.73779714676493,302.8276,5.0466824,3.1744654,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018128326
2053,24.96181599565284,303.50037,5.1613455,3.1346734,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017968794
2054,19.249562925984886,303.14963,5.429191,3.1131544,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01806113
2055,21.802985970456852,302.9249,5.3263874,3.1748006,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.017994137
2056,22.442203288655744,302.92615,5.133858,3.1894147,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.0181361
2057,29.471664989861253,303.93213,4.625411,3.3131807,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018055359
2058,23.36014402463422,303.4638,4.8906384,3.1734686,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01826266
2059,19.65895280238575,303.47366,5.239303,3.1040637,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018229237
2060,20.285153338606875,303.2941,5.2856736,3.278117,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01832335
2061,29.69107430610623,304.2184,5.3075576,3.1052837,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018155947
2062,18.635950202217316,302.389,5.592232,3.207145,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01791112
2063,19.600278525093366,302.90475,5.3548045,3.3204563,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.0180431
2064,26.23974085241513,303.4984,5.2277184,3.279885,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018109724
2065,24.96643864296466,303.5536,4.835649,3.298216,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.0182966
2066,19.120251200215673,303.61136,5.957063,3.165027,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01828932
2067,24.833468848771133,304.2526,5.1382494,3.186993,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01839724
2068,23.48298909438059,303.90897,5.2408175,2.999933,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018324899
2069,17.795037990812318,302.68988,5.87627,3.1620567,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01828668
2070,21.230703438412554,303.90878,4.7165017,3.2262142,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018486103
2071,23.49988972165204,303.934,5.2011843,3.3354766,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018454945
2072,21.988470347133127,304.23428,5.2501726,3.123642,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018290661
2073,19.037832651541315,303.29626,5.4787145,3.2649567,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018387323
2074,23.042439031056073,303.97827,4.772832,3.242872,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01834653
2075,30.353888698619777,304.1195,4.137691,3.4942915,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018527165
2076,32.8279359347654,304.64844,4.552788,3.2910326,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018320935
2077,23.91638180890398,303.3383,4.6703067,3.2984068,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01829197
2078,25.206333981568758,304.1721,5.224302,3.2203658,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018393716
2079,22.427613047482172,304.4379,5.410041,3.1071968,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018432962
2080,20.077495713300063,303.48337,5.7492256,3.1516104,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018244741
2081,21.199788010181777,303.29947,4.8275037,3.2737534,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01844319
2082,28.68731712485426,304.5013,4.663703,3.3559883,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01843661
2083,27.35813022998946,303.812,4.691561,3.2851448,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018442186
2084,20.058416197510397,303.98535,5.1290884,3.1906931,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018397916
2085,28.471098153580872,304.35742,5.071116,3.2937415,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018604763
2086,29.76462415043305,305.0087,5.4933686,3.2629185,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018501392
2087,16.915132223137316,303.84637,5.146323,3.0971687,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018423809
2088,25.978939326479438,304.277,5.474646,3.2118785,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01839062
2089,27.492501427723415,304.3268,4.5553074,3.339831,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018388577
2090,26.04243102457216,304.54776,5.6740685,3.1037838,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.01847483
2091,23.66888495144288,303.11655,4.61854,3.4656312,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018258082
2092,33.60724547009748,304.42776,4.4518695,3.3114166,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018400582
2093,27.884328045788592,304.31116,5.3542223,3.3053265,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018333534
2094,29.547319451700996,304.3773,4.565736,3.3659675,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018366706
2095,27.722291110933018,304.15503,4.877482,3.378249,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018243568
2096,25.48257286887551,303.85522,4.988217,3.4742782,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018195556
2097,28.04893818339829,304.6229,4.7370467,3.2790844,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018469708
2098,29.848817515072653,304.52783,4.7379184,3.1922913,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018243743
2099,27.70088635989786,303.95865,4.944042,3.3336878,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018430056
2100,27.22346036222586,304.83118,4.9287887,3.102005,"SSP4-3.4 (""Inequality - Intermediate Emissions"")",0.018335639
2015,20.32547912036687,301.46417,5.0992785,3.206852,"SSP4-6.0 (""Inequality - High Emissions"")",0.017067079
2016,22.547442480271535,302.59885,4.4625278,3.118061,"SSP4-6.0 (""Inequality - High Emissions"")",0.017260524
2017,18.957077709501522,302.53262,5.5054865,3.1156204,"SSP4-6.0 (""Inequality - High Emissions"")",0.01727373
2018,19.990689833815214,302.62228,4.9785376,3.0754604,"SSP4-6.0 (""Inequality - High Emissions"")",0.017458877
2019,22.942340007375364,302.8754,5.373014,2.9719656,"SSP4-6.0 (""Inequality - High Emissions"")",0.017236652
2020,17.498269899045834,301.9345,4.8047943,3.0548227,"SSP4-6.0 (""Inequality - High Emissions"")",0.017350225
2021,22.55262088868715,302.8691,5.162004,3.124728,"SSP4-6.0 (""Inequality - High Emissions"")",0.017542792
2022,18.383452854230548,302.21616,4.7666698,3.0934708,"SSP4-6.0 (""Inequality - High Emissions"")",0.017357262
2023,24.282773001693034,302.96222,5.5568686,3.110283,"SSP4-6.0 (""Inequality - High Emissions"")",0.017830526
2024,24.325352701218733,303.03098,4.786272,2.952947,"SSP4-6.0 (""Inequality - High Emissions"")",0.017732246
2025,24.35399152258917,303.02634,4.651817,3.0144424,"SSP4-6.0 (""Inequality - High Emissions"")",0.017550895
2026,21.9005947054844,302.50528,5.345397,3.1787262,"SSP4-6.0 (""Inequality - High Emissions"")",0.017589388
2027,21.499092117450093,302.5629,5.182949,3.1671188,"SSP4-6.0 (""Inequality - High Emissions"")",0.017673686
2028,22.01885611224811,303.0658,5.0085516,3.2892647,"SSP4-6.0 (""Inequality - High Emissions"")",0.017631257
2029,24.102168716444364,303.05222,6.115037,3.090269,"SSP4-6.0 (""Inequality - High Emissions"")",0.017722484
2030,18.801652643006285,302.37756,5.2120495,3.0620196,"SSP4-6.0 (""Inequality - High Emissions"")",0.017695375
2031,20.317932140240615,302.83572,5.2501993,3.162447,"SSP4-6.0 (""Inequality - High Emissions"")",0.017764851
2032,23.081475569176913,303.42725,5.2117367,3.045243,"SSP4-6.0 (""Inequality - High Emissions"")",0.017819325
2033,22.28654962672958,302.8915,4.84348,3.1689727,"SSP4-6.0 (""Inequality - High Emissions"")",0.017930022
2034,29.271832049010293,303.89893,5.0914154,3.047929,"SSP4-6.0 (""Inequality - High Emissions"")",0.017946327
2035,23.90055379564234,303.23953,4.9229393,3.112466,"SSP4-6.0 (""Inequality - High Emissions"")",0.017723652
2036,17.77950646173252,302.11414,4.7339,3.3158047,"SSP4-6.0 (""Inequality - High Emissions"")",0.017891068
2037,20.551747948554567,303.0538,4.864463,3.0083246,"SSP4-6.0 (""Inequality - High Emissions"")",0.017978784
2038,23.64319686532222,303.22366,5.9027944,3.1880672,"SSP4-6.0 (""Inequality - High Emissions"")",0.017852105
2039,14.819678407201721,302.59338,5.9914746,3.035598,"SSP4-6.0 (""Inequality - High Emissions"")",0.018016597
2040,19.154856130598212,302.7168,5.241418,3.0782878,"SSP4-6.0 (""Inequality - High Emissions"")",0.01811193
2041,23.14084197189122,303.2753,5.378588,3.188553,"SSP4-6.0 (""Inequality - High Emissions"")",0.018027471
2042,23.969503504069966,303.70193,5.4921727,3.1690931,"SSP4-6.0 (""Inequality - High Emissions"")",0.018107759
2043,19.665309127479997,303.05167,5.110096,3.0138104,"SSP4-6.0 (""Inequality - High Emissions"")",0.018021362
2044,27.40083453493291,303.434,5.0288916,3.2082062,"SSP4-6.0 (""Inequality - High Emissions"")",0.018135441
2045,20.57835695679775,303.3011,5.4403954,3.0358841,"SSP4-6.0 (""Inequality - High Emissions"")",0.01810343
2046,17.14248533888862,303.12338,5.7420726,2.95718,"SSP4-6.0 (""Inequality - High Emissions"")",0.01825356
2047,23.938121104667278,303.73087,5.7277427,2.9975846,"SSP4-6.0 (""Inequality - High Emissions"")",0.018315194
2048,19.03064831187154,302.54678,5.7667713,3.0391483,"SSP4-6.0 (""Inequality - High Emissions"")",0.018253082
2049,20.461559927215045,302.72156,5.5506797,3.1980135,"SSP4-6.0 (""Inequality - High Emissions"")",0.018126292
2050,24.010690714086895,302.9292,4.756825,3.217736,"SSP4-6.0 (""Inequality - High Emissions"")",0.018141938
2051,27.864339107581618,304.44156,5.2051163,3.047449,"SSP4-6.0 (""Inequality - High Emissions"")",0.018025199
2052,21.391940057584208,303.34256,4.7093525,3.2865932,"SSP4-6.0 (""Inequality - High Emissions"")",0.018151592
2053,23.392816553264918,303.28793,4.674743,3.1807554,"SSP4-6.0 (""Inequality - High Emissions"")",0.01824239
2054,26.716627587190878,304.299,5.4083023,3.0597808,"SSP4-6.0 (""Inequality - High Emissions"")",0.018128762
2055,17.172746881398858,302.39175,5.228272,3.1879425,"SSP4-6.0 (""Inequality - High Emissions"")",0.018085413
2056,17.159873600721422,303.34985,5.2667813,3.0736635,"SSP4-6.0 (""Inequality - High Emissions"")",0.018418692
2057,20.064139378889188,303.83047,5.5723577,3.1060135,"SSP4-6.0 (""Inequality - High Emissions"")",0.0183026
2058,18.118004262361453,303.40073,5.667641,2.9585896,"SSP4-6.0 (""Inequality - High Emissions"")",0.018501641
2059,20.03516393434749,303.68018,5.801693,2.9437044,"SSP4-6.0 (""Inequality - High Emissions"")",0.018380927
