time,FWI,tasmax,pr,sfcWind,scenario,h2o
2060,18.642502375571816,303.11053,4.898925,3.1174774,"SSP4-6.0 (""Inequality - High Emissions"")",0.018344559
2061,24.043536251428353,303.6366,5.4583406,3.186549,"SSP4-6.0 (""Inequality - High Emissions"")",0.018222522
2062,29.16318577604269,303.92728,5.340225,3.262169,"SSP4-6.0 (""Inequality - High Emissions"")",0.018446742
2063,27.024542698728993,304.30667,4.7606597,3.1196022,"SSP4-6.0 (""Inequality - High Emissions"")",0.018682698
2064,23.18348713408147,303.9191,5.0807834,3.1706345,"SSP4-6.0 (""Inequality - High Emissions"")",0.018654339
2065,25.337705208807336,303.7714,4.473202,3.26634,"SSP4-6.0 (""Inequality - High Emissions"")",0.018627787
2066,28.502503160381316,304.4094,4.9405603,3.3572586,"SSP4-6.0 (""Inequality - High Emissions"")",0.018434433
2067,22.84153369420839,303.86636,5.8528204,2.9131472,"SSP4-6.0 (""Inequality - High Emissions"")",0.018466266
2068,23.179475063113564,304.11096,5.5073485,3.1887226,"SSP4-6.0 (""Inequality - High Emissions"")",0.01853403
2069,19.416554543963183,303.26773,5.9414477,3.0660632,"SSP4-6.0 (""Inequality - High Emissions"")",0.018797928
2070,28.00658622245898,304.30417,5.1185064,3.2385814,"SSP4-6.0 (""Inequality - High Emissions"")",0.018676689
2071,23.85315730304626,304.19247,5.247769,3.1184704,"SSP4-6.0 (""Inequality - High Emissions"")",0.018837824
2072,29.38407174463779,304.5131,4.40684,3.2983592,"SSP4-6.0 (""Inequality - High Emissions"")",0.018826142
2073,24.595081087098798,304.22232,4.6420393,3.216141,"SSP4-6.0 (""Inequality - High Emissions"")",0.01876171
2074,36.23717498421741,305.39453,4.906446,3.3073568,"SSP4-6.0 (""Inequality - High Emissions"")",0.01866429
2075,26.992123018439134,304.1706,4.7584586,3.1326473,"SSP4-6.0 (""Inequality - High Emissions"")",0.018895186
2076,31.56252634543758,304.65686,4.842142,3.31541,"SSP4-6.0 (""Inequality - High Emissions"")",0.018847361
2077,31.891092197764102,305.22763,4.6617966,3.1329727,"SSP4-6.0 (""Inequality - High Emissions"")",0.01892816
2078,27.88573150253793,304.55588,4.9724197,3.1859295,"SSP4-6.0 (""Inequality - High Emissions"")",0.018893974
2079,25.253505581330014,304.1287,5.8866315,3.2389724,"SSP4-6.0 (""Inequality - High Emissions"")",0.018820817
2080,30.44036964746698,303.94034,4.9187436,3.3180616,"SSP4-6.0 (""Inequality - High Emissions"")",0.018792594
2081,24.509436597050403,304.02884,5.4088264,3.1717803,"SSP4-6.0 (""Inequality - High Emissions"")",0.01879218
2082,25.583593865389684,304.65085,4.9771514,3.2017658,"SSP4-6.0 (""Inequality - High Emissions"")",0.018745733
2083,21.469045057866854,303.5842,5.5494194,3.1361732,"SSP4-6.0 (""Inequality - High Emissions"")",0.018874796
2084,23.671681708449334,304.3319,5.382404,3.0835485,"SSP4-6.0 (""Inequality - High Emissions"")",0.019041838
2085,29.53007792320769,304.70398,4.7194657,3.2813728,"SSP4-6.0 (""Inequality - High Emissions"")",0.018716427
2086,26.532407887172962,303.79,5.420836,3.165945,"SSP4-6.0 (""Inequality - High Emissions"")",0.01878362
2087,23.246150287812412,304.25504,6.0465646,3.2016642,"SSP4-6.0 (""Inequality - High Emissions"")",0.019023305
2088,29.190497079865448,305.15146,4.856457,3.2493603,"SSP4-6.0 (""Inequality - High Emissions"")",0.019069767
2089,24.09399113621338,304.69794,4.7303905,3.284797,"SSP4-6.0 (""Inequality - High Emissions"")",0.01921174
2090,24.28685260938498,304.60577,5.8397737,3.2290134,"SSP4-6.0 (""Inequality - High Emissions"")",0.019126454
2091,22.491131487968378,303.84354,4.9714537,3.1749516,"SSP4-6.0 (""Inequality - High Emissions"")",0.01903312
2092,26.735200265411798,304.9737,5.9164376,3.1735656,"SSP4-6.0 (""Inequality - High Emissions"")",0.019027641
2093,23.267733235760033,304.27426,6.098459,3.107478,"SSP4-6.0 (""Inequality - High Emissions"")",0.018945502
2094,20.14761518730431,303.9016,5.549317,3.2859452,"SSP4-6.0 (""Inequality - High Emissions"")",0.019168422
2095,24.061760304082032,304.40622,5.81826,3.071141,"SSP4-6.0 (""Inequality - High Emissions"")",0.01909829
2096,20.243081418181795,304.03094,5.082553,3.2192888,"SSP4-6.0 (""Inequality - High Emissions"")",0.018969225
2097,22.98027456789365,304.2866,4.89145,3.165474,"SSP4-6.0 (""Inequality - High Emissions"")",0.01896607
2098,27.393579188380425,305.0206,5.02128,3.2097683,"SSP4-6.0 (""Inequality - High Emissions"")",0.019162396
2099,25.339150242387877,304.89938,5.8138156,3.0168278,"SSP4-6.0 (""Inequality - High Emissions"")",0.01896734
2100,16.2857105948664,303.87906,5.395265,3.2949188,"SSP4-6.0 (""Inequality - High Emissions"")",0.018950919
2040,17.185716092940723,303.18277,5.3928237,3.2056124,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018300664
2041,22.84519503942385,303.7585,5.2302413,3.084627,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018398724
2042,22.371545605596175,303.46646,5.808462,2.9677422,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018247982
2043,19.020414655375955,302.74783,5.384294,3.2691221,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018238496
2044,24.692917603375093,303.98022,4.540888,3.2546465,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018313458
2045,24.876665770173446,304.0302,4.863303,3.2608187,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018342445
2046,31.292691699863468,303.83878,5.1501384,3.313391,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018376412
2047,27.095723264096506,303.8572,5.2655997,3.1413403,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018377647
2048,19.824609953738996,303.06357,5.940204,3.0401871,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01830347
2049,24.535977542264146,303.88876,5.339623,3.256457,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01848219
2050,22.425491742700682,304.3471,5.5364146,3.054074,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018510915
2051,21.63306937326397,303.59448,5.764559,3.1440842,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018553147
2052,23.776396816799483,304.05896,5.476837,3.1245213,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018631177
2053,20.454932427869466,303.26688,5.9096045,3.09146,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01852079
2054,20.208210871026314,303.29727,5.3950396,3.1510055,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018340524
2055,20.949975658164885,303.7811,5.2029853,3.1827736,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018490834
2056,25.612729466132873,304.1621,5.1258135,3.1339333,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018586438
2057,25.490287627647664,304.43527,5.5283923,3.2137573,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018474549
2058,26.069222285559615,303.55386,5.825967,3.2816725,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018495204
2059,24.412031022041045,304.21902,5.804594,3.13266,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018630592
2060,20.103930892664046,303.5493,6.1358943,3.179182,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018543324
2061,20.340475223919352,303.60864,5.381483,3.0906322,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018426483
2062,25.010529368629527,303.97623,5.4872336,3.2447636,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018422235
2063,25.653774981848034,304.61923,5.997519,3.0796154,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018744871
2064,20.268889779707894,303.74048,5.8269763,3.0590792,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018556418
2065,22.661910173865724,303.45517,5.6738577,3.219738,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01835966
2066,22.432136769618413,303.94626,5.0542035,3.1373117,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018393645
2067,30.010922111852302,304.3521,5.216749,3.3498414,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018526528
2068,24.28640874754614,303.98352,5.3154063,3.075697,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01848529
2069,23.254116517895515,303.5754,5.420788,3.3280456,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018583652
2070,21.247858350868167,303.90506,5.8422356,3.2381642,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018484017
2071,26.91983937689667,304.41797,5.096745,3.1689403,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018571923
2072,22.011663198811604,303.74014,5.6899924,3.2268944,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018621432
2073,25.92265798634911,304.4614,5.375254,3.1192405,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018479308
2074,17.57127933576447,303.80777,5.7556334,3.2291768,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01828911
2075,20.057135169820317,303.40237,5.8145103,3.1485293,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018295059
2076,24.20487143640862,303.99066,5.72267,3.238004,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018233204
2077,19.15980207659042,303.36166,5.923803,3.1453285,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018270472
2078,25.577827461985255,304.1094,5.8950615,3.0949547,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018374486
2079,24.49906261934159,303.8917,5.427311,3.18564,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018461918
2080,25.21699187994105,303.7405,5.2974586,3.457034,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018400049
2081,24.47966872810874,304.2498,5.296405,3.2082405,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01833131
2082,26.876456388688485,303.9606,5.6774297,3.1593506,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018239351
2083,16.79616022604341,303.4519,6.357598,2.9694521,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018192258
2084,17.909389351181762,303.20834,5.6228805,3.154608,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018337188
2085,24.133982363079955,304.27173,5.3259706,3.1581414,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018295875
2086,20.079623870057624,302.55087,6.4492483,3.1238716,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018099798
2087,28.153153890167996,304.40842,5.540492,3.2244475,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018208914
2088,21.1847336981873,303.33844,6.012224,3.2910397,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018174132
2089,21.586881001394893,303.0596,5.522582,3.1810703,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018107295
2090,21.696042476581464,303.83276,5.2087126,3.1383216,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01810809
2091,23.640031329476862,303.59427,5.3409896,3.134383,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01808336
2092,25.52436396079903,304.1153,5.310415,3.180401,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01813477
2093,20.619438787155406,303.79,6.054576,3.0606582,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018048497
2094,21.565519908420107,303.78088,5.5433044,3.169611,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018069075
2095,27.932147619212834,304.2263,5.382314,3.2487078,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018170519
2096,29.435302459359313,304.74164,4.365854,3.22398,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.018155742
2097,27.259493925512174,304.337,5.072676,3.1782646,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01798898
2098,26.880445773053566,303.93918,5.0502973,3.2877724,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01785672
2099,21.463086966944388,303.67532,6.0959945,2.9104788,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.017838566
2100,17.36909895045617,303.29944,6.0230913,2.994675,"SSP5-3.4 (""Fossil-Fueled Development - Moderate Emissions"")",0.01791065
2015,19.574093766694613,302.1637,5.3151364,3.1912146,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017294616
2016,20.67430706684056,302.61548,4.864635,3.0699432,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017290024
2017,19.754833570420494,302.15414,5.054775,3.1450083,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017259663
2018,22.354905331518143,302.78235,5.0156465,3.1534126,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017303152
2019,20.993866560573068,302.7457,4.9577646,3.1133528,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01735674
2020,21.70599931548652,302.7857,5.3103576,3.1334984,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017436283
2021,21.162357845497908,302.5825,5.2947755,3.1608937,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017453572
2022,21.119192668720192,302.53232,5.0959816,3.0786333,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017518582
2023,24.588876937492206,302.90323,5.2550282,3.1541631,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017575173
2024,22.24423590110865,302.94214,5.1955376,3.1143863,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017565263
2025,19.275898815992704,302.82272,5.2312026,3.1056557,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017568057
2026,20.917641992352973,302.82858,5.1576443,3.1223109,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017634707
2027,21.54759887934421,302.90942,5.502244,3.0817173,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017748684
2028,21.32416601294464,302.96365,5.182128,3.0950024,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017733566
2029,20.03219192559588,302.70547,5.5915804,3.1994288,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017749012
2030,22.857853144000497,303.06277,5.1321325,3.1216667,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017751575
2031,23.988403154946244,302.9751,5.339461,3.1969483,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017756477
2032,21.48825754123069,303.0421,5.1004515,3.0753586,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017810635
2033,24.595159217862413,303.05286,5.144591,3.1871097,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017780604
2034,21.3097115774974,302.91028,5.1325717,3.1478183,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017901456
2035,24.147575367542842,303.3716,5.187256,3.1621532,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01799741
2036,21.1084755802508,303.2401,5.3689666,3.1374052,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017946614
2037,22.05080296792005,303.19174,5.3511577,3.1639774,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017968578
2038,22.81546833566585,303.33228,5.5027285,3.1123276,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.017965378
2039,21.676004609336847,303.3021,5.0071063,3.1691265,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018096527
2040,24.961580932755293,303.62967,5.1697025,3.1548417,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018093728
2041,25.242283280705852,303.65677,5.1762605,3.1596763,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01811622
2042,23.4705430326111,303.5433,5.2034273,3.1587257,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018153194
2043,23.48491572950824,303.60742,5.373905,3.1990483,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018202534
2044,23.00837159988076,303.7488,5.2433004,3.1333625,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01832781
2045,23.445691829813665,303.6392,5.197622,3.1748974,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018250935
2046,24.555889474989666,303.765,5.5537424,3.2164924,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018365355
2047,24.985238727936473,303.76224,5.261907,3.1997378,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018380666
2048,21.854371905482044,303.49747,5.481186,3.173544,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018340604
2049,20.662296998181787,303.33344,5.697666,3.1252468,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018402843
2050,23.73442027125479,303.9254,5.3547206,3.173194,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018403193
2051,25.60589387350174,303.90298,5.055484,3.200681,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01846038
2052,25.43660075759811,303.9031,5.401779,3.2138882,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018591782
2053,26.006955392538377,304.21967,5.252602,3.1630676,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01858476
2054,22.368022972199938,303.83426,5.614753,3.0642402,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018635476
2055,22.333134006876477,304.1232,5.3423486,3.131964,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018639421
2056,23.073209809668924,304.12546,5.4546657,3.2074997,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018716788
2057,23.79126327404106,304.2899,5.416348,3.1912,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018746538
2058,22.096568724338123,303.9999,5.0230074,3.1841624,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018805945
2059,27.507036257128643,304.6973,5.239534,3.1742058,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018850245
2060,21.92509641265556,303.95984,5.744439,3.142147,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018860867
2061,22.08336017450525,303.69327,5.59023,3.2098787,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018884474
2062,25.614311337307168,304.7983,5.2075863,3.1329572,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019007387
2063,22.92471069174815,304.03073,5.5056424,3.207589,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.018936278
2064,25.630139619122165,304.41516,4.96497,3.2441692,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.0190393
2065,25.81046445351637,304.59238,5.5470705,3.1897185,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01901681
2066,24.50609564643327,304.52225,5.523432,3.1808653,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019092675
2067,26.098487233731067,304.65967,5.0875516,3.2371082,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019175107
2068,26.029833675803417,304.73975,5.3165884,3.29866,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019314079
2069,27.321948224415596,304.87595,5.515342,3.2204359,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01920876
2070,21.764457701467688,304.42566,5.6825905,3.0972831,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019307608
2071,23.568056870432315,304.49417,5.3987713,3.2613037,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019310761
2072,26.521340297251488,305.14847,5.405468,3.2644036,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019359052
2073,24.24116155538138,304.7913,5.8052382,3.1563854,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019501606
2074,25.064867450794193,304.94748,5.479326,3.2326405,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019603202
2075,25.79951380889075,304.98965,5.2557807,3.247489,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01957095
2076,23.435027551874168,304.7392,5.700324,3.2095423,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019649558
2077,25.690297971588723,304.98138,5.3658667,3.2176437,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.01965951
2078,24.265277300308707,305.17944,5.3262367,3.1846907,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019790927
2079,22.412096886436483,304.93167,5.7276635,3.191532,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019834287
2080,27.58137751404293,305.34702,5.224255,3.278306,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019801168
2081,25.52786774831216,304.97302,5.2112885,3.2657738,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019857084
2082,27.679146128136214,305.50388,5.4876747,3.1744578,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.019965583
2083,25.463389782463832,305.45407,5.12675,3.2460935,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020028213
2084,28.110156566030838,305.54257,5.365064,3.3078709,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020053709
2085,27.162772645479464,305.46414,5.045309,3.2455835,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020087173
2086,29.851183087378345,305.86923,5.2922406,3.2553282,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.02017499
2087,27.373007627448377,305.58395,5.2855535,3.3305223,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020203548
2088,26.65172118328161,305.65634,5.698001,3.204953,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020173024
2089,23.988071916404646,305.28818,5.535557,3.2157185,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020263767
2090,26.48678121525947,305.8854,5.3242908,3.2013824,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020305919
2091,27.736698796848355,305.65588,5.231081,3.311425,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020326965
2092,28.514513919008607,305.94412,5.3891907,3.235491,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.0204942
2093,28.11965261546378,305.88925,5.5771856,3.3122952,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020459665
2094,28.198534097951512,306.0064,5.5593667,3.286898,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020545233
2095,28.27134116345617,306.14102,5.5735736,3.2557914,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020673577
2096,24.884527816358055,305.85678,5.6000986,3.2608223,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020664105
2097,27.86557598305075,305.85016,5.0790715,3.3095176,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020702282
2098,30.189430194066876,306.3032,5.374314,3.2587318,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020689098
2099,27.954001036193777,306.01193,5.061638,3.2720156,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.020760208
2100,32.37245644076267,306.82272,5.363004,3.3365781,"SSP5-8.5 (""Fossil-Fueled Development - High Emissions, No Climate Policy"")",0.02092621
